City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
430,saint john,45.2727,-66.0677,14.91,98,20,2.13,CA,1690268934
431,ndola,-12.9587,28.6366,20.73,44,4,4.28,ZM,1690269089
432,port saint john's,-31.6229,29.5448,14.9,58,5,2.25,ZA,1690269089
433,sabang,5.8933,95.3214,28.61,76,85,10.53,ID,1690269090
434,worland,44.0169,-107.9554,27.04,72,0,1.54,US,1690269090
435,greymouth,-42.4667,171.2,9.15,81,100,7.87,NZ,1690269091
436,howard springs,-12.497,131.047,25.46,17,100,3.77,AU,1690269092
437,ola,59.5833,151.2833,23.97,69,9,3.03,RU,1690269092
438,bunia,1.5667,30.25,22.12,74,83,1.08,CD,1690269093
439,st. john's,47.5649,-52.7093,19.6,93,100,0.45,CA,1690269000
440,tshabong,-26.05,22.45,15.05,18,77,5.01,BW,1690269093
441,piti village,13.4626,144.6933,29.38,94,100,5.14,GU,1690269094
442,lyubinskiy,55.1542,72.6925,25.82,33,8,7.09,RU,1690269094
443,ardakan,32.31,54.0175,37.22,7,62,2.12,IR,1690269095
444,marshall,34.3834,-86.3333,22.41,93,0,0.0,US,1690269095
445,warangal,18.0,79.5833,27.22,81,94,9.19,IN,1690268973
446,afaahiti,-17.75,-149.2833,25.93,84,5,7.84,PF,1690269096
447,crixas,-14.5489,-49.9692,22.82,55,29,2.85,BR,1690269096
448,adrar,20.5022,-10.0711,32.68,20,55,3.48,MR,1690269097
449,kot addu,30.4692,70.9671,32.99,57,100,4.34,PK,1690269097
450,keren,15.7778,38.4581,24.69,57,45,2.39,ER,1690269098
451,galliano,29.4422,-90.2992,25.0,88,0,0.0,US,1690269098
452,ta`u,-14.2336,-169.5144,25.91,71,19,5.99,AS,1690269099
453,luwuk,-0.9516,122.7875,27.98,73,100,3.41,ID,1690269099
454,lagoa,39.05,-27.9833,21.89,69,100,5.15,PT,1690269100
455,revda,56.801,59.9303,21.12,53,11,4.02,RU,1690269100
456,evanston,42.0411,-87.6901,22.2,78,0,0.0,US,1690269100
457,envira,-7.3,-70.2167,22.0,69,23,0.68,BR,1690269078
458,malatya,38.5,38.0,26.03,32,0,2.41,TR,1690269101
459,chegdomyn,51.1167,133.0167,20.64,96,100,1.46,RU,1690269102
460,grantsville,40.5999,-112.4644,24.91,40,25,2.27,US,1690269102
461,al jawf,29.5,38.75,33.87,16,0,4.19,SA,1690269103
462,alaghsas,17.0187,8.0168,29.94,62,6,4.63,NE,1690269103
463,bucerias,20.75,-105.3333,24.43,100,100,0.0,MX,1690269103
464,freetown,8.484,-13.2299,24.84,89,75,3.09,SL,1690269104
465,kyren,51.6828,102.1408,24.76,47,31,1.94,RU,1690269104
466,la passe,45.5549,-0.8967,18.13,64,100,8.09,FR,1690269105
467,daru,-9.0763,143.2092,25.15,71,78,4.76,PG,1690269105
468,bandraboua,-12.7044,45.1223,27.82,69,99,4.44,YT,1690269105
469,san fernando de apure,7.8878,-67.4724,22.96,96,55,0.15,VE,1690269106
470,tyul'gan,52.3405,56.166,24.58,47,93,0.59,RU,1690269106
471,kailua-kona,19.6406,-155.9956,29.22,89,0,2.57,US,1690269106
472,aswan,24.0934,32.907,38.57,14,5,1.1,EG,1690269107
473,le pouliguen,47.2697,-2.4278,16.73,80,9,8.56,FR,1690269108
474,mazara del vallo,37.6641,12.588,34.97,55,0,7.19,IT,1690269108
475,puerto montt,-41.4698,-72.9447,8.46,100,75,6.17,CL,1690269039
476,inari,68.906,27.0288,10.11,96,100,3.96,FI,1690269109
477,chipinge,-20.1883,32.6236,14.39,76,79,2.29,ZW,1690269109
478,tanout,14.9709,8.8879,28.79,52,83,6.69,NE,1690269109
479,tebingtinggi,3.3285,99.1625,33.51,49,66,2.25,ID,1690269110
480,laojunmiao,39.8333,97.7333,28.35,15,2,4.4,CN,1690269110
481,kruisfontein,-34.0033,24.7314,10.12,51,0,1.85,ZA,1690269111
482,eleskirt,39.8033,42.6736,22.92,54,23,4.08,TR,1690268958
483,roma,43.2128,-75.4557,18.18,98,0,0.0,US,1690269111
484,brisas de zicatela,15.8369,-97.0419,25.9,85,98,2.4,MX,1690269112
485,torre del greco,40.7839,14.3708,34.2,44,0,1.54,IT,1690269112
486,tofol,5.3248,163.0078,28.82,76,100,5.87,FM,1690269113
487,myanaung,18.2833,95.3167,33.27,51,55,6.7,MM,1690269113
488,kavaratti,10.5669,72.642,28.35,77,47,7.5,IN,1690269114
489,adam,22.3756,57.5233,29.16,63,100,2.68,OM,1690269114
490,kuala belait,4.5833,114.1833,31.77,58,90,4.7,BN,1690269115
491,tchintabaraden,15.8969,5.7985,29.63,47,90,4.17,NE,1690269115
492,ciudad bolivar,8.1222,-63.5497,25.22,87,40,1.59,VE,1690269116
493,uitenhage,-33.7576,25.3971,8.77,48,0,1.99,ZA,1690269116
494,delijan,33.9905,50.6838,33.99,11,81,1.11,IR,1690268840
495,istgah-e rah ahan-e garmsar,35.2346,52.3094,37.02,10,2,11.17,IR,1690269117
496,mandalgovi,45.7625,106.2708,27.81,25,0,8.95,MN,1690268894
497,dolores,-36.3132,-57.6792,5.03,88,66,3.42,AR,1690269118
498,bayanhongor,46.7167,100.1167,20.9,29,98,6.63,MN,1690269118
499,colonia general alfredo stroessner,-25.3667,-55.7,16.61,73,50,1.08,PY,1690269118
500,meadow lake,34.8014,-106.5436,27.89,32,85,2.66,US,1690269119
501,palikir - national government center,6.9248,158.1611,27.41,89,100,0.0,FM,1690269119
502,syumsi,57.1111,51.6149,16.63,83,100,1.87,RU,1690269120
503,vuktyl,63.8567,57.3094,23.45,40,49,2.61,RU,1690269120
504,lakatoro,-16.0999,167.4164,23.71,89,100,8.05,VU,1690269120
505,prachuap khiri khan,12.2167,99.75,24.77,84,100,1.12,TH,1690268978
506,diego de almagro,-26.3667,-70.05,11.45,66,97,1.04,CL,1690269121
507,pades,45.0167,22.85,26.28,50,10,1.16,RO,1690269121
508,glendive,47.1053,-104.7125,29.79,34,0,4.63,US,1690269122
509,la ronge,55.1001,-105.2842,19.14,68,0,1.54,CA,1690269122
510,talakan,50.3167,130.3667,20.99,96,100,1.57,RU,1690269123
511,chippewa falls,44.9369,-91.3929,20.55,92,0,1.54,US,1690268857
512,nchelenge,-9.3451,28.734,21.61,44,72,2.58,ZM,1690269123
513,diamond harbour,22.1917,88.1847,33.45,58,93,7.49,IN,1690269124
514,lively,46.4334,-81.1498,16.68,93,3,2.1,CA,1690269124
515,gracemere,-23.4333,150.45,21.95,49,1,7.2,AU,1690269125
516,vicuna,-30.0319,-70.7081,7.85,58,89,0.6,CL,1690269125
517,papao,-17.75,-149.55,26.82,87,5,8.73,PF,1690269126
518,miyazu,35.5333,135.1833,27.76,81,44,1.79,JP,1690269126
519,leava,-14.3,-178.1667,26.39,73,100,7.73,WF,1690269127
520,ubari,26.5921,12.7805,34.62,15,2,5.93,LY,1690269127
521,sindi,20.8,78.8667,32.49,65,95,3.96,IN,1690269127
522,gazli,40.1333,63.45,41.29,8,0,8.47,UZ,1690269128
523,mahina,-17.5065,-149.489,26.87,83,40,4.63,PF,1690269128
524,chimay,50.0486,4.3171,14.91,95,100,3.35,BE,1690269128
525,baiquan,47.5833,126.0833,27.61,58,100,3.75,CN,1690269129
526,forster,-32.1667,152.5167,15.72,82,66,3.77,AU,1690269129
527,novovarshavka,54.1721,74.6946,26.53,37,100,6.25,RU,1690269130
528,ranchettes,41.2186,-104.7903,20.81,52,0,3.6,US,1690269130
529,punta alta,-38.8759,-62.0736,5.04,72,94,5.31,AR,1690269085
530,nadi,-17.8,177.4167,24.0,83,100,1.54,FJ,1690269131
531,terra nova,-12.3667,-40.6667,14.1,97,3,0.56,BR,1690269131
532,kapa'a,22.0752,-159.319,27.99,89,100,6.17,US,1690269132
533,kurumkan,54.3,110.3,25.95,49,100,1.52,RU,1690269132
534,lerwick,60.1545,-1.1494,11.0,72,80,6.55,GB,1690269132
535,belo sur tsiribihina,-19.7,44.55,26.69,29,0,2.73,MG,1690269133
536,nova vicosa,-17.8919,-39.3719,20.8,89,16,0.64,BR,1690269133
537,chilapa de alvarez,17.6,-99.1667,18.04,96,100,0.51,MX,1690269134
538,linda,39.1277,-121.5508,26.19,53,0,3.09,US,1690269134
539,saint-felix-de-valois,46.1668,-73.4324,20.18,93,85,0.81,CA,1690269135
540,taro,-8.3862,115.28,24.0,78,86,2.1,ID,1690269135
541,ocean shores,46.9737,-124.1563,14.97,97,6,0.89,US,1690269015
542,timbiqui,2.7717,-77.6654,24.52,93,100,1.23,CO,1690269136
543,neya,58.2972,43.8681,17.91,71,99,1.71,RU,1690269136
544,wewak,-3.5534,143.6268,26.27,87,100,5.27,PG,1690269136
545,rio preto da eva,-2.6994,-59.6997,22.86,65,39,1.02,BR,1690269137
546,prince rupert,54.3161,-130.3201,12.55,93,100,1.47,CA,1690268904
547,shakawe,-18.3667,21.85,19.57,25,0,2.47,BW,1690269138
548,ojinaga,29.5667,-104.4167,31.9,32,0,4.63,MX,1690269139
549,andergrove,-21.0833,149.1833,20.91,79,84,10.12,AU,1690269139
550,murghob,38.1702,73.9667,17.04,29,100,0.67,TJ,1690269140
551,staporkow,51.1376,20.5717,21.46,65,100,5.46,PL,1690269140
552,plastun,44.7561,136.2939,25.91,73,87,2.67,RU,1690269140
553,senillosa,-39.0,-68.4167,6.77,62,59,3.15,AR,1690269141
554,la libertad,-2.2333,-80.9,23.14,85,87,5.18,EC,1690269141
555,happy valley-goose bay,53.3168,-60.3315,15.17,82,75,3.09,CA,1690269142
556,morehead city,34.7229,-76.726,29.0,87,40,3.6,US,1690269056
557,ancud,-41.8697,-73.8203,8.79,89,100,10.45,CL,1690269143
558,sierra grande,-41.606,-65.3557,5.78,61,100,10.59,AR,1690269143
559,nantucket,41.2835,-70.0995,24.03,80,47,3.98,US,1690269128
560,nemuro,43.3236,145.575,19.26,98,95,2.1,JP,1690269144
561,vorgashor,67.5833,63.95,15.64,88,100,1.65,RU,1690269144
562,sept-iles,50.2001,-66.3821,16.14,87,67,1.34,CA,1690268882
563,kill devil hills,36.0307,-75.676,25.55,94,0,0.0,US,1690269145
564,tsiombe,-25.3,45.4833,20.67,71,52,4.49,MG,1690269145
565,santo antonio,-6.3106,-35.4789,20.23,93,79,4.32,BR,1690268893
566,treinta y tres,-33.2333,-54.3833,9.62,98,100,4.55,UY,1690269146
567,ulladulla,-35.35,150.4667,12.84,74,0,2.21,AU,1690269147
568,oriximina,-1.7656,-55.8661,23.46,67,1,0.39,BR,1690269147
569,garden city,42.3256,-83.331,20.53,92,75,2.06,US,1690269078
570,zeya,53.75,127.2667,27.17,40,15,2.76,RU,1690269148
571,naze,28.3667,129.4833,27.28,81,90,4.97,JP,1690269148
572,milledgeville,33.0801,-83.2321,23.08,95,0,0.0,US,1690268862
573,onega,63.9061,38.1404,14.21,88,99,3.45,RU,1690269149
574,felege neway,6.3,36.8833,21.59,75,54,0.77,ET,1690269149
575,gamay,12.3854,125.2979,29.05,71,100,7.62,PH,1690269150
576,swakopmund,-22.6833,14.5333,11.66,90,100,0.89,NA,1690269150
577,maumere,-8.6199,122.2111,26.17,67,38,2.98,ID,1690269150
578,port douglas,-16.4833,145.4667,19.13,78,100,4.46,AU,1690269151
579,quarai,-30.3875,-56.4514,11.37,95,100,5.53,BR,1690269151
580,malvan,16.0667,73.4667,27.0,83,100,7.83,IN,1690269152
581,goz beida,13.95,20.55,30.42,53,80,4.46,TD,1690269152
582,korla,41.7597,86.1469,35.42,18,97,3.3,CN,1690269152
583,farkhar,36.5729,69.8578,34.61,18,6,4.21,AF,1690269153
584,sena madureira,-9.0656,-68.6569,21.33,70,3,1.02,BR,1690269153
585,varkaus,62.3153,27.873,16.84,78,86,0.32,FI,1690269153
586,shalqar,47.8333,59.6,33.01,23,100,3.67,KZ,1690269154
587,coquimbo,-29.9533,-71.3436,11.85,93,0,3.09,CL,1690268981
588,nikolayevsk-on-amure,53.1406,140.73,27.6,47,99,3.86,RU,1690269155
589,luoyang,34.6836,112.4536,38.45,30,20,7.06,CN,1690269155
590,ribeira brava,32.65,-17.0667,23.89,76,1,0.65,PT,1690269155
591,wheeling,42.1392,-87.929,22.03,81,0,0.0,US,1690268881
592,dean funes,-30.4204,-64.3498,5.27,89,88,3.26,AR,1690269156
593,manda,-10.4667,34.5833,24.73,46,32,1.88,TZ,1690269157
594,urangan,-25.3,152.9,19.74,59,72,9.64,AU,1690269157
595,cill airne,52.05,-9.5167,12.44,87,7,0.69,IE,1690269157
596,vologda,59.2187,39.8886,18.04,62,13,2.07,RU,1690269158
